speech 1 |thank*1|
they dump |all*1|
dump all |their*1|
all their |secrets*1|stuff*1|
their stuff |and*1|
buy it |because*2|i*1|
because frankly |i*1|it*1|
frankly i |have*1|think*1|
have an |obligation*1|
an obligation |to*1|
to buy |it*1|planes*1|
they devalue |their*1|
devalue their |currency*1|
currency so |brilliantly*1|
so brilliantly |they*1|
brilliantly they |just*1|
just did |it*1|
did it |recently*1|
it recently |and*1|
recently and |nobody*1|
nobody thought |they*1|
thought they |could*1|
could do |it*1|
it again |and*1|but*1|
but with |all*1|
with all |our*2|
all our |problems*2|
our problems |with*2|
russia with |all*1|
with everything |—*1|
everything — |everything*1|we*1|
— everything |they*1|
everything they |got*1|
they got |away*1|
it’s impossible |for*1|
our people |here*1|
people here |to*1|
here to |compete*1|
compete so |i*1|
this story |a*1|
story a |friend*1|
mine who’s |a*1|
manufacturer calls |me*1|
calls me |about*1|up*1|
me up |a*1|
up a |few*1|
few weeks |ago*2|
weeks ago |he’s*1|that*1|
ago he’s |very*1|
he’s very |upset*1|
very upset |i*1|
upset i |said*1|
said what’s |your*1|
what’s your |problem*1|
your problem |he*1|
problem he |said*1|
said you |know*4|
i make |great*1|
make great |product*1|
great product |and*1|
product and |i*1|
that because |i*1|we’d*1|
buy the |product*1|
the product |he*1|
product he |said*1|
it into |china*1|one*1|
into china |they*1|
they won’t |accept*1|
won’t accept |it*1|
accept it |i*1|
i sent |a*1|
sent a |boat*1|
a boat |over*1|
boat over |and*1|
they actually |sent*1|
actually sent |it*1|
sent it |back*1|
it back |they*1|yeah*1|
back they |talked*1|
they talked |about*2|
talked about |all*1|environmental*1|the*1|
about environmental |they*1|
environmental they |talked*1|
about all |sorts*1|
of crap |that*1|
crap that |had*1|
oh wait |a*1|
wait a |minute*1|
a minute |that’s*1|
minute that’s |terrible*1|
that’s terrible |does*1|
terrible does |anyone*1|
anyone know |this*1|
know this |he*1|
this he |said*1|
said yeah |they*1|
yeah they |do*1|
time with |other*1|this*1|
with other |people*1|
said they |send*1|
send it |back*1|
back yeah |so*1|
yeah so |i*1|
i finally |got*1|
finally got |it*1|
they charged |me*1|
charged me |a*1|
big tariff |they’re*1|
tariff they’re |not*1|
doing that |i*1|i’m*1|to*2|
i told |them*2|
told them |now*1|the*1|
them now |they*1|
do charge |you*1|
charge you |a*1|tariff*1|
you tariff |on*1|
tariff on |trucks*1|
on trucks |when*1|
trucks when |we*1|
send trucks |and*1|
trucks and |other*1|
things over |there*1|
there ask |boeing*1|
ask boeing |they*1|
boeing they |wanted*1|
wanted boeing’s |secrets*1|
boeing’s secrets |they*1|
secrets they |wanted*1|
wanted their |patents*1|
their patents |and*1|
patents and |all*1|
their secrets |before*1|
secrets before |they*1|
before they |agreed*1|
they agreed |to*1|
agreed to |buy*1|
buy planes |from*1|
planes from |boeing*1|
from boeing |hey*1|
boeing hey |i’m*1|
hey i’m |not*1|
i’m not |big*1|doing*2|even*1|going*1|saying*1|using*2|
saying they’re |stupid*1|
they’re stupid |i*1|
stupid i |like*1|
like china |i*1|no*1|
i sell |apartments*1|
sell apartments |for*1|
apartments for |—*1|
for — |i*1|
just sold |an*1|
sold an |apartment*1|
an apartment |for*1|
apartment for |15*1|
for 15 |million*1|
15 million |to*1|
million to |somebody*1|
to somebody |from*1|
somebody from |china*1|
china am |i*1|
am i |supposed*1|
i supposed |to*1|
to dislike |them*1|
dislike them |i*1|
them i |own*1|
i own |a*1|
own a |big*1|
big chunk |of*1|
chunk of |the*1|
the bank |of*1|
bank of |america*2|
of america |building*2|
america building |at*1|in*1|
building at |1290*1|
at 1290 |avenue*1|
1290 avenue |of*2|
avenue of |the*2|
the americas |bank*1|that*1|
americas that |i*1|
got from |china*1|
war very |valuable*1|
very valuable |i*1|
valuable i |love*1|
love china |people*1|the*1|
china the |biggest*1|
biggest bank |in*1|
bank in |the*1|
is from |china*1|
china you |go*1|know*1|
know where |their*1|
where their |united*1|
their united |states*1|
states headquarters |is*1|
headquarters is |located*1|
is located |in*1|
located in |this*1|
this building |in*1|they*1|
building in |san*1|trump*1|
in trump |tower*2|
tower i |love*1|
china people |say*1|
don’t like |china*1|
china no |i*1|
no i |love*1|
love them |but*1|
but their |leaders*2|
their leaders |are*2|
are much |smarter*1|
much smarter |than*1|
smarter than |our*3|
than our |leaders*3|
leaders and |our*1|we*1|you*1|
can’t sustain |ourself*1|
sustain ourself |with*1|
ourself with |that*1|
that there’s |too*1|
there’s too |much*1|
much — |it’s*1|we’re*1|
— it’s |like*2|really*1|so*1|up*1|
it’s like |a*1|take*1|we’re*1|—*1|
like — |it’s*1|
like take |the*1|
new england |patriots*1|
england patriots |and*1|
patriots and |tom*1|
and tom |brady*1|
tom brady |and*1|
brady and |have*1|
them play |your*1|
play your |high*1|
your high |school*1|
high school |football*1|
school football |team*1|
football team |that’s*1|
team that’s |the*1|
the difference |between*1|
difference between |china’s*1|
between china’s |leaders*1|
china’s leaders |and*1|
leaders they |are*1|were*1|
are ripping |us*1|
ripping us |we*1|
are rebuilding |china*1|
rebuilding china |we’re*1|
china we’re |rebuilding*1|
rebuilding many |countries*1|
countries china |you*1|
there now |roads*1|
now roads |bridges*1|
roads bridges |schools*1|
bridges schools |you*1|
schools you |never*1|
you never |saw*1|
it they |have*2|
bridge look |like*1|
look like |small*1|
small potatoes |and*1|compared*1|
potatoes and |they’re*1|
they’re all |over*1|
place we |got*1|have*1|
have all |of*2|the*1|
the cards |because*1|but*1|
cards but |we*1|
cards because |our*1|
because our |leaders*1|
leaders don’t |have*1|understand*1|
understand the |game*1|
game we |could*1|
could turn |off*1|
turn off |that*1|
off that |spigot*1|
that spigot |by*1|
spigot by |charging*1|
by charging |them*1|
charging them |tax*1|
them tax |until*1|
tax until |they*1|
they behave |properly*1|
behave properly |now*1|
properly now |they’re*1|
going militarily |they’re*1|
militarily they’re |building*1|
they’re building |a*1|up*1|
a military |island*2|that*1|
military island |in*1|now*1|
island in |the*1|
middle of |the*1|
sea a |military*1|
island now |our*1|
now our |country*1|
country could |never*1|
could never |do*1|
never do |that*1|
because we’d |have*1|
we’d have |to*1|
get environmental |clearance*1|
environmental clearance |and*1|
clearance and |the*1|
the environmentalist |wouldn’t*1|
environmentalist wouldn’t |let*1|
wouldn’t let |our*1|
country — |we*1|
we would |never*1|
would never |build*1|
never build |in*1|
build in |an*1|mexico*1|tennessee*1|
an ocean |they*1|
ocean they |built*1|
built it |in*1|
it in |about*1|mexico*1|the*1|
in about |one*1|
about one |year*1|
one year |this*1|
year this |massive*1|
this massive |convention*1|military*1|
massive military |port*1|
military port |they’re*1|
port they’re |building*1|
up their |military*1|
a point |that*1|
point that |is*1|
very scary |you*1|
scary you |have*1|
with isis |you*1|
isis you |have*1|
a bigger |problem*1|
china and |i*1|in*1|
new china |believe*1|
china believe |it*1|
in terms |of*3|
terms of |economic*1|extra*1|trade*1|
of trade |deficit*1|is*1|
is mexico |so*1|
mexico so |this*1|
this man |and*1|tells*1|
man tells |me*1|
tells me |about*1|
me about |it*1|the*1|
the manufacturing |i*1|
manufacturing i |say*1|
say that’s |a*1|really*1|
that’s a |terrible*1|
a terrible |story*1|
terrible story |i*1|
story i |hate*1|
i hate |to*1|
hate to |hear*1|see*1|
to hear |it*1|
have another |one*1|three*1|
one ford |so*1|
ford so |mexico*1|
so mexico |takes*1|
mexico takes |a*1|
takes a |company*1|lot*1|
a company |a*1|we*1|
a car |company*1|
car company |that*1|
company that |was*1|
in tennessee |rips*1|
tennessee rips |it*1|
rips it |out*1|
everybody thought |it*1|the*1|
thought the |deal*1|
deal was |dead*1|
was dead |reported*1|
dead reported |it*1|
reported it |in*1|
wall street |journal*1|sometimes*1|
street journal |recently*1|
journal recently |everybody*1|
recently everybody |thought*1|
a done |deal*1|
done deal |it’s*1|
deal it’s |going*1|
be it |going*1|
it going |into*1|
going into |tennessee*1|
into tennessee |great*1|
tennessee great |state*1|
state great |peopletrump*1|
great peopletrump |all*1|
peopletrump all |of*1|
a sudden |at*1|
sudden at |the*1|
last moment |this*1|
moment this |big*1|
big car |manufacturer*1|
car manufacturer |foreign*1|
manufacturer foreign |announces*1|
foreign announces |they’re*1|
announces they’re |not*1|
to tennessee |they’re*1|
tennessee they’re |gonna*1|
they’re gonna |spend*1|
gonna spend |their*1|
spend their |1*1|
their 1 |billion*1|
1 billion |a*2|in*1|
billion in |mexico*1|
in mexico |25*1|and*1|instead*1|that’s*1|they’re*1|
mexico instead |not*1|
instead not |good*1|
good now |ford*1|
now ford |announces*1|
ford announces |a*1|
announces a |few*1|
that ford |is*1|
ford is |going*1|
a 25 |billion*1|
25 billion |car*2|it’s*1|
billion car |and*1|factory*1|
car and |every*1|truck*1|
and truck |and*1|
truck and |every*1|parts*1|
and parts |manufacturing*1|
parts manufacturing |plant*1|
manufacturing plant |in*1|
plant in |mexico*1|
mexico 25 |billion*1|
billion it’s |going*1|so*1|
be one |of*1|
the largest |in*1|
largest in |the*1|
world ford |good*1|
ford good |company*1|
good company |so*1|
company so |i*1|nobody*1|
i announced |that*1|
that i’m |not*1|on*1|running*3|
i’m running |against*2|as*1|but*1|for*1|
would  |one*1|
 one |of*1|
the early |things*1|
early things |i*1|
would do |probably*1|
do probably |before*1|
probably before |i*1|
even got |in*1|
got in |terms*1|—*1|
in — |and*1|
i wouldn’t |even*2|
wouldn’t even |use*1|waste*1|
even use |—*1|
use — |you*1|
have — |i*1|if*1|
smartest negotiators |in*1|
negotiators in |the*2|
world i |know*1|
the good |news*1|ones*1|
good ones |i*1|
ones i |know*2|
bad ones |i*1|
the overrated |ones*1|
overrated ones |you*1|
ones you |get*1|
you get |a*1|people*1|
them that |are*1|
are overrated |they’re*1|
overrated they’re |not*1|
they think |they*1|
get good |stories*1|
good stories |because*1|
stories because |the*1|
the newspapers |get*1|
newspapers get |buffaloed*1|
get buffaloed |ph*1|
buffaloed ph |but*1|
ph but |they’re*1|
good but |i*1|
the negotiators |in*1|
world and |i*3|they’re*1|very*1|we*1|
i put |out*3|them*1|together*1|
put them |one*1|
them one |for*1|
one for |each*1|
for each |country*1|
each country |believe*1|
country believe |me*1|
me folks |we*1|
folks we |will*1|
well very |very*1|
even waste |my*1|
waste my |time*1|
my time |with*1|
one i |am*1|would*1|
would call |up*1|
call up |the*1|
the head |of*3|
head of |ford*3|
of ford |he’ll*1|who*1|will*1|
ford who |i*1|
was president |i’d*1|
president i’d |say*1|
say congratulations |i*1|that’s*1|
congratulations i |understand*1|
i understand |that*1|
that you’re |building*1|going*2|
you’re building |a*1|
a nice |25*1|person*2|
nice 25 |billion*1|
car factory |in*1|
factory in |mexico*1|
take your |cars*1|
your cars |and*1|
cars and |sell*1|
and sell |them*1|
sell them |to*1|
states zero |tax*1|
zero tax |just*1|
tax just |flow*1|
just flow |them*1|
flow them |across*1|
them across |the*1|
you say |to*1|
say to |yourself*1|
to yourself |how*1|
yourself how |does*1|
how does |that*2|
that help |us*2|
us right |how*1|
right how |does*1|
us where |is*1|
where is |that*1|
that good |it’s*1|
good it’s |not*1|
not so |i*1|stupid*1|
congratulations that’s |the*1|
good news |let*1|
news let |me*1|
me give |you*1|
you the |bad*1|
bad news |but*1|every*1|
news every |car*1|
every car |and*1|
every truck |and*1|
every part |manufactured*1|
part manufactured |in*1|
manufactured in |this*1|
this plant |that*1|
plant that |comes*1|
that comes |across*1|
comes across |the*1|
border we’re |going*1|
to charge |you*1|
a 35percent |tax*1|
35percent tax |and*1|
tax and |that*1|
that tax |is*1|
tax is |going*1|
be paid |simultaneously*1|
paid simultaneously |with*1|
simultaneously with |the*1|
the transaction |and*1|
transaction and |that’s*1|
that’s it |now*1|they*1|
now here’s |what*1|
here’s what |is*1|would*1|
happen if |it’s*1|
if it’s |not*1|
me in |the*1|
the position |it’s*1|
position it’s |one*1|
it’s one |of*1|thing*1|
politicians that |i’m*2|we’re*1|
we’re running |against*1|
running against |now*2|you*1|
against you |know*1|
the 400 |people*1|
400 people |that*1|
we’re inaudible |and*1|
inaudible and |by*1|here’s*1|
and here’s |what’s*1|
here’s what’s |going*2|
happen they’re |not*1|
so stupid |they*1|
stupid they |know*1|
know it’s |not*1|one*1|real*1|
thing and |they*1|
may even |be*1|
even be |upset*1|
be upset |by*1|
upset by |it*1|
but then |they’re*1|
then they’re |going*1|
a call |from*1|the*1|
call from |the*1|
donors or |probably*1|
or probably |from*1|
probably from |the*1|
the lobbyist |for*1|
lobbyist for |ford*1|
for ford |and*1|
ford and |guess*1|say*1|
and say |you*1|
can’t do |it*1|that*2|
that to |brag*1|ford*2|happen*1|say*1|
to ford |and*1|because*1|
ford because |ford*1|
because ford |takes*1|
ford takes |care*1|
me and |i*1|maybe*1|said*1|when*1|
i take |care*1|
and guess |what*1|
what no |problem*1|
no problem |they’re*1|
problem they’re |going*1|
mexico they’re |going*1|
take away |thousands*1|
away thousands |of*1|
of jobs |it’s*1|thousands*1|
jobs it’s |very*1|
it’s very |bad*1|important*1|interesting*1|
bad for |us*1|
so under |president*1|
under president |trump*1|
president trump |here’s*1|
trump here’s |what*1|
what would |happen*1|
would happen |the*1|
happen the |head*1|
ford will |call*1|come*1|
will call |me*1|
call me |back*1|
me back |i*1|
back i |would*1|
say within |an*1|
within an |hour*1|
an hour |after*1|
hour after |i*1|
news but |it*1|
but it |could*1|
it could |be*1|
be he’d |want*1|
he’d want |to*1|
be cool |and*1|
cool and |he’ll*2|
and he’ll |say*1|wait*1|
he’ll wait |until*1|
wait until |the*1|
until the |next*1|
day you |know*1|
little cool |and*1|
he’ll say |mr*1|please*2|
say please |please*1|reconsider*1|
please please |he’ll*1|please*1|
please he’ll |beg*1|
he’ll beg |for*1|
beg for |a*1|
i’ll say |it*1|no*2|sorry*1|
say no |he’ll*1|interest*1|
no interest |because*1|then*1|
interest then |he’ll*1|
then he’ll |call*1|
he’ll call |all*1|
call all |sorts*1|
of political |people*1|
political people |and*1|
say sorry |fellas*1|
sorry fellas |no*1|
fellas no |interest*1|
need anybody’s |money*2|
anybody’s money |it’s*1|i’m*1|
money it’s |nice*1|
it’s nice |i*1|
nice i |don’t*1|
money i’m |not*1|using*1|
i’m using |my*1|
using my |own*1|
my own |money*1|
own money |i’m*1|
not using |donors*1|the*1|
lobbyists i’m |not*1|
using donors |i*1|
donors i |don’t*1|
don’t care |i’m*1|
care i’m |really*1|
really rich |i*1|
rich i |inaudible*1|
i inaudible |and*1|
way i’m |not*1|
even saying |that*1|
a — |that’s*1|
— that’s |the*2|
mindset that’s |the*1|
of thinking |our*1|you*1|
thinking you |need*1|
need for |this*1|
country so |rich*1|—*1|
so — |because*1|
— because |i’m*1|we*1|
rich it |sounds*1|
sounds crass |somebody*1|
crass somebody |said*1|
somebody said |oh*1|
oh that’s |crass*1|
that’s crass |it’s*1|
crass it’s |not*1|
not crass |we*1|
crass we |got*1|
got 18 |trillion*1|
18 trillion |in*2|
in debt |because*1|we*1|
debt we |got*1|
nothing but |money*1|problems*1|
but problems |we*1|
problems we |got*1|send*1|
that needs |equipment*1|
needs equipment |all*1|
equipment all |over*1|
got nuclear |weapons*1|
weapons that |are*1|
are obsolete |we’ve*1|
obsolete we’ve |got*1|
we’ve got |about*1|nothing*1|social*1|
nothing we’ve |got*1|
got social |security*1|
security that’s |going*1|
be destroyed |if*1|
destroyed if |somebody*1|
if somebody |like*1|
somebody like |me*1|
like me |believe*1|doesn’t*1|
me doesn’t |bring*1|
doesn’t bring |money*1|
bring money |in*1|into*1|
money into |the*1|
country all |these*1|
all these |other*1|
these other |people*1|
people want |to*1|
cut the |hell*1|yen*1|
cut it |at*1|you*1|
it at |all*1|
money in |and*1|
to save |it*1|
save it |but*1|by*1|people*1|
but here’s |what’s*1|
i’m called |by*2|
called by |30*1|all*1|
by 30 |friends*1|
30 friends |of*1|
mine who |contributed*1|endorsed*1|is*1|
who contributed |to*1|
contributed to |different*1|
to different |campaigns*1|
different campaigns |after*1|
campaigns after |i’m*1|
by all |of*1|
the — |that*1|the*1|
— the |donors*1|grand*1|
lobbyists — |and*1|
have zero |chance*1|
zero chance |at*1|
chance at |convincing*1|
at convincing |me*1|
convincing me |zero*1|
me zero |—*1|
zero — |i’ll*1|
— i’ll |get*1|
i’ll get |a*1|
call the |next*1|
day from |the*1|
ford he’ll |say*1|
please reconsider |i’ll*1|
reconsider i’ll |say*1|
no he’ll |say*1|
say mr |president*1|
mr president |we’ve*1|
president we’ve |decided*1|
we’ve decided |to*1|
to move |from*1|the*1|to*1|
move the |plant*1|
the plant |back*1|
plant back |to*1|
build it |in*1|
mexico that’s |it*1|
choice they |have*1|
choice there |are*1|
are hundreds |of*1|
of things |but*1|like*1|
things like |that*1|
i’ll give |you*1|
you another |exampletrump*1|
another exampletrump |saudi*1|
exampletrump saudi |arabia*1|
arabia they |make*1|
they make |1*1|a*1|
make 1 |billion*1|
billion a |day*2|year*1|
a day |1*1|i*1|whenever*1|
day 1 |billion*1|
day i |love*1|
the saudis |many*1|
saudis many |are*1|
many are |in*1|
building they |make*1|
a billion |dollars*1|
billion dollars |a*1|
day whenever |they*1|
have problems |we*1|
send over |the*1|
the ships |we*1|
ships we |say*1|
we say |we’re*1|
say we’re |gonna*1|
we’re gonna |be*2|protect*1|
gonna protect |what*1|
protect what |are*1|
doing they’ve |got*1|
they’ve got |nothing*1|
but money |if*1|
money if |the*1|
if the |right*1|
right person |asked*1|
person asked |them*1|
asked them |they’d*1|
them they’d |pay*1|
they’d pay |a*1|
pay a |fortune*1|
a fortune |they*1|
fortune they |wouldn’t*1|
they wouldn’t |be*1|
wouldn’t be |there*1|
be there |except*1|soon*1|very*2|
there except |for*1|
except for |chris*1|us*1|
me you |look*1|
border with |saudi*1|yemen*1|
with yemen |you*1|
yemen you |remember*1|
remember obama |a*1|
obama a |year*1|
ago yemen |was*1|
yemen was |a*1|
great victory |two*1|
victory two |weeks*1|
two weeks |from*1|later*1|
later the |place*1|
place was |blown*1|
was blown |up*1|
blown up |everybody*1|
up everybody |got*1|
everybody got |out*1|
got out |—*1|
out — |and*1|
they kept |our*1|
kept our |equipment*1|
our equipment |they*1|we*2|
equipment they |always*1|
they always |keep*2|
always keep |our*2|
equipment we |ought*2|
we ought |to*3|
ought to |send*3|
to send |our*1|some*1|used*1|
send used |equipment*1|
used equipment |right*1|
equipment right |they*1|
right they |always*1|
send some |real*1|
some real |junk*1|
real junk |because*1|
junk because |frankly*1|
frankly it |would*1|
our surplus |we’re*1|
surplus we’re |always*1|
we’re always |losing*1|
always losing |this*1|
losing this |gorgeous*1|
this gorgeous |brandnew*1|
gorgeous brandnew |stuff*1|
brandnew stuff |but*1|
stuff but |look*1|
that border |with*1|
with saudi |arabia*1|
arabia do |you*1|
you really |think*1|
really think |that*1|
that these |people*1|
are interested |in*1|
in yemen |saudi*1|
yemen saudi |arabia*1|
arabia without |us*1|
without us |is*1|
us is |gone*1|
gone theyre |gone*1|
theyre gone |and*1|
gone and |i’m*1|
and i’m |expected*1|going*1|just*1|the*1|trying*1|watching*2|
that made |all*1|
made all |of*1|
right predictions |about*1|
predictions about |iraq*1|
about iraq |you*1|
iraq you |know*1|
against now |they’re*1|—*1|
now — |it’s*1|
it’s so |beautiful*1|bucolic*1|easy*1|great*2|nice*1|
say i’m |running*1|
running as |opposed*1|
to if |i*1|
run if |i*1|
run i’m |running*1|
running but |all*1|
but all |of*1|
they’re trying |to*1|
to disassociate |i*1|
disassociate i |mean*1|
you looked |at*1|
looked at |bush*1|rubio*1|
at bush |it*1|
bush it |took*1|
it took |him*1|
took him |five*1|
him five |days*1|
five days |to*1|
days to |answer*1|
to answer |the*2|
answer the |question*4|
the question |he*1|how*1|is*1|on*1|
question on |iraq*1|
on iraq |he*1|
iraq he |couldn’t*1|
he couldn’t |answer*2|
couldn’t answer |the*2|
question he |didn’t*1|
said is |he*1|
is he |doesn’t*1|intelligent*1|
he intelligent |then*1|
intelligent then |i*1|
i looked |at*1|
at rubio |he*1|
rubio he |had*1|was*1|
was unable |to*1|
unable to |answer*1|
question is |iraq*1|
is iraq |a*1|
iraq a |good*1|
thing or |bad*1|
or bad |thing*1|
thing he |didn’t*1|
know he |couldn’t*1|
question how |are*1|
people gonna |lead*1|
gonna lead |us*1|
lead us |how*1|they*1|
us how |are*1|
we gonna |go*1|—*1|
gonna — |how*1|
— how |are*1|
gonna go |back*1|
go back |and*1|
can’t they |can’t*1|don’t*1|
can’t lead |us*1|
even answer |simple*1|
answer simple |questions*1|
simple questions |it*1|
questions it |was*1|
was terrible |but*1|
terrible but |saudi*1|
but saudi |arabia*1|
arabia is |in*1|
in big |big*1|
big big |trouble*1|
big trouble |now*1|
trouble now |thanks*1|
now thanks |to*1|
thanks to |fracking*1|
to fracking |and*1|
fracking and |other*1|
things the |oil*1|
oil is |all*1|
is all |over*1|
place and |building*1|i*1|
i used |to*1|
it there |are*1|
are ships |at*1|
ships at |sea*1|
at sea |and*1|
sea and |this*1|
was during |the*1|
during the |worst*1|
worst crisis |that*1|
crisis that |were*1|
were loaded |up*1|
loaded up |with*1|
with oil |and*1|
the cartel |kept*1|
cartel kept |the*1|
kept the |price*1|
the price |up*1|
price up |because*1|
because again |they*1|
were smarter |than*2|
leaders there |is*1|
much wealth |out*1|
wealth out |there*1|
there that |can*1|
so rich |again*1|
therefore make |it*1|
again because |we*1|
need money |we*1|we’re*1|
money we’re |dying*1|
we’re dying |we*1|we’re*1|
dying we’re |dying*1|
dying we |need*1|
people so |ford*1|when*1|you*1|
so ford |will*1|
will come |back*1|
back they’ll |all*1|
they’ll all |come*1|
all come |back*1|
will say |this*2|
this this |is*1|
an election |in*1|that’s*1|
election in |my*1|
opinion that’s |based*1|
that’s based |on*2|
on competence |because*1|so*1|
competence so |the*1|
so the |reporter*1|total*1|
the reporter |said*1|
reporter said |to*1|
day but |mr*1|
but mr |trump*1|
trump you’re |not*1|
nice person |but*1|how*1|i*1|
person how |can*1|
how can |you*1|
get people |to*1|
to vote |for*1|
vote for |this*1|you*1|
that number |one*1|
am a |nice*1|truthteller*1|unifier*1|
person i |give*1|
i give |a*1|
give a |lot*1|
money away |to*1|
away to |charities*1|
to charities |and*1|
charities and |other*1|
think i’m |actually*1|
i’m actually |a*1|
person but |i*1|
said this |is*2|
election that’s |based*1|
competence because |people*1|
because people |are*1|
are tired |of*1|
tired of |being*1|spending*1|these*1|
these nice |people*1|
nice people |and*1|
they’re tired |of*2|
of being |ripped*1|
being ripped |off*1|
ripped off |by*1|
off by |everybody*1|
of spending |more*1|
spending more |money*1|
more money |on*1|
on education |than*1|
education than |any*1|
than any |nation*2|
world per |capita*1|
per capita |than*1|
capita than |any*1|
are 26th |in*1|
26th in |the*1|
world 25 |countries*1|
25 countries |are*1|
countries are |better*1|
are better |than*1|
in education |and*1|
education and |some*1|
like third |world*1|
third world |countries*1|country*2|
world countries |but*1|
countries but |we’re*1|
but we’re |becoming*1|going*2|not*1|
we’re becoming |a*1|
a third |word*1|world*2|
third word |country*1|
word country |because*1|
country because |of*1|
airports our |roads*1|
our roads |everything*1|
roads everything |so*1|
everything so |a*1|one*1|
so one |of*1|
what i’ll |do*1|
i’ll do |it*1|i’ll*1|
do i’ll |do*1|
because a |lot*1|
people said |he’ll*1|
said he’ll |never*1|
he’ll never |run*1|
never run |and*1|number*1|
run number |one*1|
one he |won’t*1|
he won’t |want*1|
won’t want |to*1|
to give |me*1|up*1|
give up |his*1|
his lifestyle |they’re*1|
lifestyle they’re |right*1|
they’re right |about*1|
but i’m |a*1|doing*1|
i’m doing |but*1|it*1|that*1|
it number |two*1|
number two |i’m*1|we*1|
two i’m |a*1|
a private |company*1|
private company |so*1|
so nobody |knows*1|
knows what |i’m*1|
i’m worth |and*1|
worth and |now*1|the*1|
you run |you*1|
run you |have*1|
to announce |and*1|
announce and |certify*1|
and certify |to*1|
certify to |all*1|
to all |sorts*1|
of governmental |authorities*1|
governmental authorities |your*1|
authorities your |net*1|
your net |worth*1|
net worth |after*1|and*1|i’ve*1|not*1|of*1|so*1|
worth so |i*1|
said that’s |ok*1|
ok i’m |proud*1|
i’m proud |of*1|
my net |worth*1|
worth i’ve |done*1|
done an |amazing*1|
amazing job |i*1|
i started |off*2|
started off |in*1|—*1|
off — |thank*1|
a small |group*1|office*1|
small office |with*1|
office with |my*1|
with my |father*1|wife*1|
my father |i*1|in*1|said*1|
father in |brooklyn*1|
in brooklyn |and*1|i*1|
brooklyn and |queens*1|
and queens |and*1|
queens and |my*1|
and my |accountants*1|father*1|
father said |—*1|
father i |learned*1|
i learned |a*1|so*2|
learned so |much*2|
much he |calls*1|was*1|
great negotiator |i*1|
negotiator i |learned*1|
much just |sitting*1|
just sitting |at*1|
sitting at |his*1|
at his |feet*1|
feet playing |with*1|
playing with |blocks*1|
with blocks |listening*1|
blocks listening |to*1|
listening to |him*1|
him negotiate |with*1|
negotiate with |subcontractors*1|
with subcontractors |but*1|
subcontractors but |i*1|
learned a |lot*1|
lot but |he*1|
he used |a*1|and*1|to*1|
say donald |don’t*1|
donald don’t |go*1|
don’t go |into*1|
into manhattan |and*1|i*1|that’s*1|
manhattan that’s |the*1|
big leagues |we*1|
leagues we |don’t*1|
know anything |about*1|
that don’t |do*1|have*1|
i gotta |build*1|do*1|go*1|
gotta go |into*1|
manhattan i |gotta*1|
gotta build |those*1|
build those |big*1|things*1|
those big |buildings*1|
big buildings |i*1|
buildings i |gotta*1|
gotta do |it*2|
it dad |i’ve*1|
dad i’ve |gotta*1|
i’ve gotta |do*1|
after four |or*1|
four or |five*1|
or five |years*1|
five years |in*1|
years in |brooklyn*1|
brooklyn i |ventured*1|
i ventured |into*1|
ventured into |manhattan*1|
manhattan and |did*1|
and did |a*1|
of great |deals*3|
great deals |and*1|for*1|—*1|
deals — |the*1|
the grand |hyatt*1|
grand hyatt |hotel*1|
hyatt hotel |i*1|
was responsible |for*1|
responsible for |the*1|
the convention |center*1|
convention center |and*1|on*1|
center on |the*1|
the west |side*1|
west side |i*1|
side i |did*1|
did them |early*1|
them early |and*1|
and young |and*1|
young and |now*1|
now i’m |building*1|not*1|
i’m building |all*1|
building all |over*2|
love what |i’m*1|
doing but |they*1|
all said |a*1|
pundits on |television*1|
television well |donald*1|
well donald |will*1|
donald will |never*1|
main reasons |is*1|
reasons is |he’s*1|
is he’s |private*1|
he’s private |and*1|
private and |he’s*1|
and he’s |not*1|probably*1|
he’s probably |not*1|
probably not |as*1|
as successful |as*1|
successful as |everybody*1|
as everybody |thinks*1|
everybody thinks |so*1|
thinks so |i*1|
to myself |you*1|
myself you |know*1|
know nobody’s |ever*1|
nobody’s ever |going*1|
ever going |to*1|
know unless |i*1|
unless i |run*1|
run because |i’m*1|
really proud |of*1|
my success |i*1|
success i |really*1|
really am |i’ve*1|
am i’ve |employed*1|
i’ve employed |tens*1|—*1|
employed — |i’ve*1|
— i’ve |employed*1|
employed tens |of*1|
tens of |thousands*1|
of thousands |of*1|
people over |my*1|
over my |lifetime*2|
my lifetime |that*1|these*1|
lifetime that |means*1|
means medical |that*1|
medical that |means*1|
means education |that*1|
education that |means*1|
means everything |so*1|
so a |large*1|
a large |accounting*1|
large accounting |firm*1|
accounting firm |and*1|one*1|
firm and |my*1|
my accountants |have*1|
accountants have |been*1|
been working |for*1|
working for |months*1|
for months |because*1|
months because |it’s*1|
it’s big |and*1|
big and |complex*1|
and complex |and*1|
complex and |they’ve*1|
and they’ve |put*1|
they’ve put |together*1|
put together |a*1|this*2|
together a |statement*1|
a statement |a*1|because*1|
statement a |financial*1|
a financial |statement*1|
financial statement |because*1|just*1|
statement just |a*1|
a summary |but*1|
summary but |everything*1|
but everything |will*1|
everything will |be*1|
be filed |eventually*1|
filed eventually |with*1|
eventually with |the*1|
don’t extensions |or*1|
extensions or |anything*1|
or anything |we’ll*1|
